validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1046.8670654296875,1729244114,,False,1,9b5cf_00086,2024-10-18_17-35-14,103.79719710350037,103.79719710350037,581772,gilberthan-WD12,192.168.1.100,103.79719710350037,1
1014.5486450195312,1729244218,,False,2,9b5cf_00086,2024-10-18_17-36-58,103.78241777420044,207.5796148777008,581772,gilberthan-WD12,192.168.1.100,207.5796148777008,2
995.71728515625,1729244325,,False,3,9b5cf_00086,2024-10-18_17-38-45,106.50535488128662,314.0849697589874,581772,gilberthan-WD12,192.168.1.100,314.0849697589874,3
985.8651733398438,1729244422,,False,4,9b5cf_00086,2024-10-18_17-40-22,96.98525547981262,411.07022523880005,581772,gilberthan-WD12,192.168.1.100,411.07022523880005,4
977.4520263671875,1729244512,,False,5,9b5cf_00086,2024-10-18_17-41-52,90.4731171131134,501.54334235191345,581772,gilberthan-WD12,192.168.1.100,501.54334235191345,5
971.0940551757812,1729244602,,False,6,9b5cf_00086,2024-10-18_17-43-22,89.42021870613098,590.9635610580444,581772,gilberthan-WD12,192.168.1.100,590.9635610580444,6
966.3646850585938,1729244693,,False,7,9b5cf_00086,2024-10-18_17-44-53,91.38978052139282,682.3533415794373,581772,gilberthan-WD12,192.168.1.100,682.3533415794373,7
962.4305419921875,1729244778,,True,8,9b5cf_00086,2024-10-18_17-46-18,84.7065658569336,767.0599074363708,581772,gilberthan-WD12,192.168.1.100,767.0599074363708,8
