validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1044.10546875,1729243523,,False,1,9b5cf_00021,2024-10-18_17-25-23,109.54350185394287,109.54350185394287,581827,gilberthan-WD12,192.168.1.100,109.54350185394287,1
1008.9793090820312,1729243629,,False,2,9b5cf_00021,2024-10-18_17-27-09,106.0541021823883,215.59760403633118,581827,gilberthan-WD12,192.168.1.100,215.59760403633118,2
990.6373901367188,1729243734,,False,3,9b5cf_00021,2024-10-18_17-28-54,105.52052569389343,321.1181297302246,581827,gilberthan-WD12,192.168.1.100,321.1181297302246,3
978.833740234375,1729243841,,False,4,9b5cf_00021,2024-10-18_17-30-41,106.44351649284363,427.56164622306824,581827,gilberthan-WD12,192.168.1.100,427.56164622306824,4
968.5294799804688,1729243949,,False,5,9b5cf_00021,2024-10-18_17-32-29,108.83334517478943,536.3949913978577,581827,gilberthan-WD12,192.168.1.100,536.3949913978577,5
962.653076171875,1729244060,,False,6,9b5cf_00021,2024-10-18_17-34-20,110.68567609786987,647.0806674957275,581827,gilberthan-WD12,192.168.1.100,647.0806674957275,6
960.7132568359375,1729244169,,False,7,9b5cf_00021,2024-10-18_17-36-09,108.58467078208923,755.6653382778168,581827,gilberthan-WD12,192.168.1.100,755.6653382778168,7
954.4191284179688,1729244283,,False,8,9b5cf_00021,2024-10-18_17-38-03,114.06745624542236,869.7327945232391,581827,gilberthan-WD12,192.168.1.100,869.7327945232391,8
950.2628784179688,1729244391,,False,9,9b5cf_00021,2024-10-18_17-39-51,107.79262900352478,977.5254235267639,581827,gilberthan-WD12,192.168.1.100,977.5254235267639,9
948.8965454101562,1729244488,,False,10,9b5cf_00021,2024-10-18_17-41-28,97.42007422447205,1074.945497751236,581827,gilberthan-WD12,192.168.1.100,1074.945497751236,10
948.5725708007812,1729244577,,False,11,9b5cf_00021,2024-10-18_17-42-57,89.34593152999878,1164.2914292812347,581827,gilberthan-WD12,192.168.1.100,1164.2914292812347,11
945.4486694335938,1729244668,,False,12,9b5cf_00021,2024-10-18_17-44-28,90.27858519554138,1254.5700144767761,581827,gilberthan-WD12,192.168.1.100,1254.5700144767761,12
944.322021484375,1729244754,,False,13,9b5cf_00021,2024-10-18_17-45-54,86.26808071136475,1340.8380951881409,581827,gilberthan-WD12,192.168.1.100,1340.8380951881409,13
942.3207397460938,1729244835,,False,14,9b5cf_00021,2024-10-18_17-47-15,81.2908239364624,1422.1289191246033,581827,gilberthan-WD12,192.168.1.100,1422.1289191246033,14
941.24658203125,1729244923,,False,15,9b5cf_00021,2024-10-18_17-48-43,87.39586305618286,1509.5247821807861,581827,gilberthan-WD12,192.168.1.100,1509.5247821807861,15
939.0482788085938,1729245013,,False,16,9b5cf_00021,2024-10-18_17-50-13,90.76625108718872,1600.2910332679749,581827,gilberthan-WD12,192.168.1.100,1600.2910332679749,16
938.6240234375,1729245099,,False,17,9b5cf_00021,2024-10-18_17-51-39,85.27789974212646,1685.5689330101013,581827,gilberthan-WD12,192.168.1.100,1685.5689330101013,17
