validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1026.1417236328125,1729241837,,False,1,12953144,2024-10-18_16-57-17,28.33887553215027,28.33887553215027,568883,gilberthan-WD12,192.168.1.100,28.33887553215027,1
986.1611328125,1729241861,,False,2,12953144,2024-10-18_16-57-41,24.367952346801758,52.706827878952026,568883,gilberthan-WD12,192.168.1.100,52.706827878952026,2
968.2682495117188,1729241886,,False,3,12953144,2024-10-18_16-58-06,24.54258918762207,77.2494170665741,568883,gilberthan-WD12,192.168.1.100,77.2494170665741,3
958.2488403320312,1729241910,,False,4,12953144,2024-10-18_16-58-30,24.831358432769775,102.08077549934387,568883,gilberthan-WD12,192.168.1.100,102.08077549934387,4
950.7559204101562,1729241935,,False,5,12953144,2024-10-18_16-58-55,24.19776964187622,126.27854514122009,568883,gilberthan-WD12,192.168.1.100,126.27854514122009,5
943.7047119140625,1729241959,,False,6,12953144,2024-10-18_16-59-19,24.29100513458252,150.5695502758026,568883,gilberthan-WD12,192.168.1.100,150.5695502758026,6
938.6799926757812,1729241983,,False,7,12953144,2024-10-18_16-59-43,24.52879762649536,175.09834790229797,568883,gilberthan-WD12,192.168.1.100,175.09834790229797,7
934.7435913085938,1729242008,,False,8,12953144,2024-10-18_17-00-08,24.391586303710938,199.4899342060089,568883,gilberthan-WD12,192.168.1.100,199.4899342060089,8
931.646484375,1729242033,,False,9,12953144,2024-10-18_17-00-33,24.869783639907837,224.35971784591675,568883,gilberthan-WD12,192.168.1.100,224.35971784591675,9
929.787841796875,1729242058,,False,10,12953144,2024-10-18_17-00-58,24.83679699897766,249.1965148448944,568883,gilberthan-WD12,192.168.1.100,249.1965148448944,10
927.2882080078125,1729242082,,False,11,12953144,2024-10-18_17-01-22,24.379539251327515,273.5760540962219,568883,gilberthan-WD12,192.168.1.100,273.5760540962219,11
926.6038208007812,1729242107,,False,12,12953144,2024-10-18_17-01-47,24.691537857055664,298.2675919532776,568883,gilberthan-WD12,192.168.1.100,298.2675919532776,12
